"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles"
"333","Sleeping Beauty","Sleeping Beauty","Walt Disney Productions","G","1959","9.2","A beautiful princess born in a faraway
kingdom is destined by a terrible curse
to prick her finger on the spindle of a
spinning wheel and fall into a deep
sleep that can only be awakened by true
love's first kiss. Determined to protect
her, her parents ask three fairies to
raise her in hiding. But the evil
Maleficent is just as determined to seal
the princess's fate.","Animation - Family","N/A","N/A","Awaken to a World of Wonders!","1959-01-28","Erdman Penner","US","1:15:10","Clyde Geronimi - Wolfgang Reitherman -
Les Clark","Mary Costa - Bill Shirley - Eleanor
Audley"
"334","Smokin' Aces","Smokin' Aces","Universal Pictures","R","2006","2.9","When a Las Vegas performer-turned-snitch
named Buddy Israel decides to turn
state's evidence and testify against the
mob, it seems that a whole lot of people
would like to make sure he's no longer
breathing.","Crime - Drama","N/A","N/A","Nobody gets away clean.","2006-12-09","Joe Carnahan","FR","1:48:47","Joe Carnahan","Ryan Reynolds - Ray Liotta - Joseph
Ruskin"
"335","Snatch","Snatch","Columbia Pictures Corporation","R","2000","7.3","The second film from British director
Guy Ritchie. Snatch tells an obscure
story similar to his first fast-paced
crazy character-colliding filled film
“Lock, Stock and Two Smoking Barrels.”
There are two overlapping stories here –
one is the search for a stolen diamond,
and the other about a boxing promoter
who’s having trouble with a psychotic
gangster.","Crime - Comedy","N/A","N/A","Stealin' Stones and Breakin' Bones.","2000-09-01","Guy Ritchie","US","1:42:46","Guy Ritchie","Benicio del Toro - Dennis Farina -
Vinnie Jones"
"336","Sneakers","Sneakers","Universal Pictures","PG-13","1992","8.1","When shadowy U.S. intelligence agents
blackmail a reformed computer hacker and
his eccentric team of security experts
into stealing a code-breaking 'black
box' from a Soviet-funded genius, they
uncover a bigger conspiracy. Now, he and
his 'sneakers' must save themselves and
the world economy by retrieving the box
from their blackmailers.","Crime - Mystery","N/A","N/A","We could tell you what it's about. But
then, of course, we'd have to kill you.","1992-09-09","Walter F. Parkes - Lawrence Lasker","US","2:05:18","Phil Alden Robinson","Robert Redford - Sidney Poitier - Dan
Aykroyd"
"3909","The Snowman","Snowman","Universal Pictures","R","2017","0.7","Detective Harry Hole investigates the
disappearance of a woman whose pink
scarf is found wrapped around an ominous
looking snowman.","Crime - Mystery","N/A","N/A","Soon the first snow will come, and then
he will kill again.","2017-10-12","Matthew Michael Carnahan","SE","1:59:15","Tomas Alfredson","Michael Fassbender - Rebecca Ferguson -
Charlotte Gainsbourg"
"337","Snowpiercer","Snowpiercer","CJ Entertainment","R","2013","9.5","In a future where a failed global-
warming experiment kills off most life
on the planet, a class system evolves
aboard the Snowpiercer, a train that
travels around the globe via a
perpetual-motion engine.","Sci-Fi - Action","N/A","2017-12-22","AD 2031, the passengers in the train are
the only survivors on Earth.","2013-08-01","Bong Joon-ho - Kelly Masterson","KR","2:05:54","Bong Joon-ho","Chris Evans - Song Kang-ho - Ed Harris"
"338","The Social Network","Social Network","Columbia Pictures","PG-13","2010","9.6","On a fall night in 2003, Harvard
undergrad and computer programming
genius Mark Zuckerberg sits down at his
computer and heatedly begins working on
a new idea. In a fury of blogging and
programming, what begins in his dorm
room as a small site among friends soon
becomes a global social network and a
revolution in communication. A mere six
years and 500 million friends later,
Mark Zuckerberg is the youngest
billionaire in history... but for this
entrepreneur, success leads to both
personal and legal complications.","Biography - Drama","N/A","N/A","You don't get to 500 million friends
without making a few enemies.","2010-09-30","Aaron Sorkin","US","2:00:27","David Fincher","Jesse Eisenberg - Andrew Garfield -
Justin Timberlake"
"339","Soul Plane","Soul Plane","Metro-Goldwyn-Mayer (MGM)","R","2004","1.8","Following a ridiculously awful flight
that leads to his pet's death, Nashawn
Wade files a lawsuit against the
airline, and wins a multimillion-dollar
settlement. Determined to create a
better flying experience, Nashawn starts
his own airline, one that caters to an
African-American clientele. Going into
business with a tricked-out plane
piloted by the smooth Capt. Mack, the
airline hits a snag when it has to deal
with the family of Elvis Hunkee.","Comedy","N/A","N/A","Announcing the arrival of the first
airline with soul.","2004-05-28","Bo Zenga - Chuck Wilson","US","1:32:01","Jessy Terrero","Tom Arnold - Kevin Hart - Method Man"
"340","Spectre","Spectre","Columbia Pictures","PG-13","2015","6.3","A cryptic message from Bond’s past sends
him on a trail to uncover a sinister
organization. While M battles political
forces to keep the secret service alive,
Bond peels back the layers of deceit to
reveal the terrible truth behind
SPECTRE.","Action - Thriller","N/A","N/A","A Plan No One Escapes","2015-10-26","John Logan - Neal Purvis","US","2:28:06","Sam Mendes","Daniel Craig - Christoph Waltz - Léa
Seydoux"
"103","Spider Baby","Spider Baby","Lasky-Monka","TV-PG","1967","10.0","The story follows a family of inbreeds
who have been afflicted by a genetic
disorder known as 'Merrye syndrome',
named after the family in which the
disorder developed. This malady causes
its victims to enter a state of age
regression that starts at the age of ten
and continues throughout the remainder
of the person's life, rendering them
with the intelligence of a child. The
final generation of the family has been
entrusted to the care of the family
chauffeur (Lon Chaney Jr), and all is
well for these odd people until a greedy
branch of the family decides that they
want to relieve the family of its home.
Mental illness has always, and will
always be, a fascinating subject for
horror movies as it probes into the
unknown and Spider Baby makes best use
of that fact.","Sci-Fi - Comedy","N/A","N/A","The most gruesome horror ever shown!","1967-12-24","Jack Hill","USA","1:53:17","Jack Hill","Lon Chaney Jr. - Carol Ohmart - Quinn K.
Redeker"
"341","Spider-Man","Spider-Man","Columbia Pictures","PG-13","2002","7.3","After being bitten by a genetically
altered spider, nerdy high school
student Peter Parker is endowed with
amazing powers.","Sci-Fi - Action","N/A","N/A","With great power comes great
responsibility.","2002-05-01","Stan Lee - David Koepp","US","2:01:12","Sam Raimi","Tobey Maguire - Willem Dafoe - Kirsten
Dunst"
"342","Spider-Man 3","Spider-Man 3","Columbia Pictures","PG-13","2007","6.3","The seemingly invincible Spider-Man goes
up against an all-new crop of villain –
including the shape-shifting Sandman.
While Spider-Man’s superpowers are
altered by an alien organism, his alter
ego, Peter Parker, deals with nemesis
Eddie Brock and also gets caught up in a
love triangle.","Sci-Fi - Action","N/A","N/A","The battle within.","2007-05-01","Stan Lee - Alvin Sargent","US","2:19:11","Sam Raimi","Tobey Maguire - Kirsten Dunst - James
Franco"
"343","Spider-Man: Homecoming","Spider-Man: Homecoming","Columbia Pictures","PG-13","2017","9.2","Following the events of Captain America:
Civil War, Peter Parker, with the help
of his mentor Tony Stark, tries to
balance his life as an ordinary high
school student in Queens, New York City,
with fighting crime as his superhero
alter ego Spider-Man as a new threat,
the Vulture, emerges.","Sci-Fi - Action","N/A","N/A","Homework can wait. The city can't.","2017-07-05","John Francis Daley - Jonathan M.
Goldstein","US","2:13:28","Jon Watts","Tom Holland - Michael Keaton - Robert
Downey Jr."
"4099","Star Trek","Star Trek","Paramount Pictures","PG-13","2009","9.5","The fate of the galaxy rests in the
hands of bitter rivals. One, James Kirk,
is a delinquent, thrill-seeking Iowa
farm boy. The other, Spock, a Vulcan,
was raised in a logic-based society that
rejects all emotion. As fiery instinct
clashes with calm reason, their unlikely
but powerful partnership is the only
thing capable of leading their crew
through unimaginable danger, boldly
going where no one has gone before. The
human adventure has begun again.","Action - Adventure","N/A","N/A","The future begins.","2009-05-06","Roberto Orci - Alex Kurtzman","US","2:06:50","J.J. Abrams","Chris Pine - Zachary Quinto - Leonard
Nimoy"
"345","Star Trek Beyond","Star Trek Beyond","Paramount Pictures","PG-13","2016","8.4","The USS Enterprise crew explores the
furthest reaches of uncharted space,
where they encounter a mysterious new
enemy who puts them and everything the
Federation stands for to the test.","Sci-Fi - Action","N/A","N/A","N/A","2016-07-07","Simon Pegg - Doug Jung","US","2:02:22","Justin Lin","Chris Pine - Zachary Quinto - Karl Urban"
"348","Star Trek II: The Wrath of Khan","Star Trek II: The Wrath of Khan","Paramount Pictures","PG","1982","8.8","Admiral James T. Kirk is feeling old;
the prospect of accompanying his old
ship the Enterprise on a two week cadet
cruise is not making him feel any
younger. But the training cruise becomes
a a life or death struggle when Khan
escapes from years of exile and captures
the power of creation itself.","Sci-Fi - Drama","N/A","N/A","At the end of the universe lies the
beginning of vengeance.","1982-06-03","Jack B. Sowards","USA","1:53:01","Nicholas Meyer","William Shatner - Leonard Nimoy -
DeForest Kelley"
"349","Star Trek III: The Search for Spock","Star Trek III: The Search for Spock","Paramount Pictures","PG","1984","7.9","Admiral Kirk and his bridge crew risk
their careers stealing the
decommissioned Enterprise to return to
the restricted Genesis planet to recover
Spock's body.","Sci-Fi - Action","N/A","N/A","A dying planet. A fight for life.","1984-05-31","Harve Bennett","US","1:45:14","Leonard Nimoy","William Shatner - Leonard Nimoy -
DeForest Kelley"
"350","Star Trek Into Darkness","Star Trek Into Darkness","Paramount Pictures","PG-13","2013","8.6","When the crew of the Enterprise is
called back home, they find an
unstoppable force of terror from within
their own organization has detonated the
fleet and everything it stands for,
leaving our world in a state of crisis.
With a personal score to settle, Captain
Kirk leads a manhunt to a war-zone world
to capture a one man weapon of mass
destruction. As our heroes are propelled
into an epic chess game of life and
death, love will be challenged,
friendships will be torn apart, and
sacrifices must be made for the only
family Kirk has left: his crew.","Sci-Fi - Action","N/A","N/A","Earth Will Fall","2013-05-05","Alex Kurtzman - Damon Lindelof","US","2:12:06","J.J. Abrams","Chris Pine - Zachary Quinto - Zoe
Saldana"
"351","Star Trek IV: The Voyage Home","Star Trek IV: The Voyage Home","Paramount Pictures","PG","1986","8.5","Fugitives of the Federation for their
daring rescue of Spock from the doomed
Genesis Planet, Admiral Kirk (William
Shatner) and his crew begin their
journey home to face justice for their
actions. But as they near Earth, they
find it at the mercy of a mysterious
alien presence whose signals are slowly
destroying the planet. In a desperate
attempt to answer the call of the probe,
Kirk and his crew race back to the late
twentieth century. However they soon
find the world they once knew to be more
alien than anything they've encountered
in the far reaches of the galaxy!","Sci-Fi - Comedy","N/A","N/A","The key to saving the future can only be
found in the past.","1986-11-25","Steve Meerson - Peter Krikes","USA","1:58:51","Leonard Nimoy","William Shatner - Leonard Nimoy -
DeForest Kelley"
"352","Star Trek V: The Final Frontier","Star Trek V: The Final Frontier","Paramount Pictures","PG","1989","2.2","Capt. Kirk and his crew must deal with
Mr. Spock's half brother who kidnaps
three diplomats and hijacks the
Enterprise in his obsessive search for
God.","Sci-Fi - Adventure","N/A","N/A","Adventure and imagination will meet at
the final frontier.","1989-06-09","David Loughery","US","1:46:33","William Shatner","William Shatner - Leonard Nimoy -
DeForest Kelley"
"353","Star Trek VI: The Undiscovered Country","Star Trek VI: The Undiscovered Country","Paramount Pictures","PG","1991","8.4","On the eve of retirement, Kirk and McCoy
are charged with assassinating the
Klingon High Chancellor and imprisoned.
The Enterprise crew must help them
escape to thwart a conspiracy aimed at
sabotaging the last best hope for peace.","Sci-Fi - Action","N/A","N/A","The battle for peace has begun.","1991-12-05","Nicholas Meyer - Denny Martin Flinn","USA","1:49:58","Nicholas Meyer","William Shatner - Leonard Nimoy -
DeForest Kelley"
"346","Star Trek: First Contact","Star Trek: First Contact","Paramount Pictures","PG-13","1996","9.3","The Borg, a relentless race of cyborgs,
are on a direct course for Earth.
Violating orders to stay away from the
battle, Captain Picard and the crew of
the newly-commissioned USS Enterprise E
pursue the Borg back in time to prevent
the invaders from changing Federation
history and assimilating the galaxy.","Sci-Fi - Drama","N/A","N/A","Resistance is futile.","1996-11-21","Brannon Braga - Ronald D. Moore","US","1:50:44","Jonathan Frakes","Patrick Stewart - Jonathan Frakes -
Brent Spiner"
"347","Star Trek: Generations","Star Trek: Generations","Paramount Pictures","PG","1994","4.7","Captain Jean-Luc Picard and the crew of
the Enterprise-D find themselves at odds
with the renegade scientist Soran who is
destroying entire star systems. Only one
man can help Picard stop Soran's
scheme...and he's been dead for seventy-
eight years.","Sci-Fi - Mystery","N/A","N/A","Boldly go.","1994-11-17","Ronald D. Moore - Brannon Braga","US","1:57:59","David Carson","Patrick Stewart - Jonathan Frakes -
Brent Spiner"
"354","Star Wars","Star Wars","Lucasfilm","PG","1977","9.3","Princess Leia is captured and held
hostage by the evil Imperial forces in
their effort to take over the galactic
Empire. Venturesome Luke Skywalker and
dashing captain Han Solo team together
with the loveable robot duo R2-D2 and
C-3PO to rescue the beautiful princess
and restore peace and justice in the
Empire.","Sci-Fi - Adventure","N/A","N/A","A long time ago in a galaxy far, far
away...","1977-05-25","George Lucas","USA","2:04:44","George Lucas","Mark Hamill - Harrison Ford - Carrie
Fisher"
"355","Star Wars: Episode I - The Phantom
Menace","Star Wars: Episode I - The Phantom
Menace","Lucasfilm","PG","1999","6.5","Anakin Skywalker, a young slave strong
with the Force, is discovered on
Tatooine. Meanwhile, the evil Sith have
returned, enacting their plot for
revenge against the Jedi.","Sci-Fi - Adventure","N/A","N/A","Every generation has a legend. Every
journey has a first step. Every saga has
a beginning.","1999-05-19","George Lucas","US","2:16:10","George Lucas","Liam Neeson - Ewan McGregor - Natalie
Portman"
"356","Star Wars: Episode II - Attack of the
Clones","Star Wars: Episode II - Attack of the
Clones","Lucasfilm","PG","2002","6.6","Ten years after the invasion of Naboo,
the galaxy is on the brink of civil war.
Under the leadership of a renegade Jedi
named Count Dooku, thousands of solar
systems threaten to break away from the
Galactic Republic. When an assassination
attempt is made on Senator Padmé
Amidala, the former Queen of Naboo,
twenty-year-old Jedi apprentice Anakin
Skywalker is assigned to protect her. In
the course of his mission, Anakin
discovers his love for Padmé as well as
his own darker side. Soon, Anakin,
Padmé, and Obi-Wan Kenobi are drawn into
the heart of the Separatist movement and
the beginning of the Clone Wars.","Sci-Fi - Adventure","N/A","N/A","A Jedi Shall Not Know Anger. Nor Hatred.
Nor Love.","2002-05-15","Jonathan Hales - George Lucas","US","2:22:27","George Lucas","Ewan McGregor - Natalie Portman - Hayden
Christensen"
"357","Star Wars: Episode III - Revenge of the
Sith","Star Wars: Episode III - Revenge of the
Sith","Lucasfilm","PG-13","2005","7.9","Years after the onset of the Clone Wars,
the noble Jedi Knights lead a massive
clone army into a galaxy-wide battle
against the Separatists. When the
sinister Sith unveil a thousand-year-old
plot to rule the galaxy, the Republic
crumbles and from its ashes rises the
evil Galactic Empire. Jedi hero Anakin
Skywalker is seduced by the dark side of
the Force to become the Emperor's new
apprentice – Darth Vader. The Jedi are
decimated, as Obi-Wan Kenobi and Jedi
Master Yoda are forced into hiding. The
only hope for the galaxy are Anakin's
own offspring – the twin children born
in secrecy who will grow up to become
heroes.","Sci-Fi - Adventure","N/A","N/A","The saga is complete.","2005-05-17","George Lucas","US","2:20:05","George Lucas","Ewan McGregor - Natalie Portman - Hayden
Christensen"
"358","Star Wars: The Force Awakens","Star Wars: The Force Awakens","Lucasfilm","PG-13","2015","9.3","Thirty years after defeating the
Galactic Empire, Han Solo and his allies
face a new threat from the evil Kylo Ren
and his army of Stormtroopers.","Sci-Fi - Adventure","N/A","N/A","Every generation has a story.","2015-12-15","J.J. Abrams - Lawrence Kasdan","US","2:18:06","J.J. Abrams","Harrison Ford - Adam Driver - Daisy
Ridley"
"359","Starship Troopers","Starship Troopers","TriStar Pictures","R","1997","6.3","Set in the future, the story follows a
young soldier named Johnny Rico and his
exploits in the Mobile Infantry. Rico's
military career progresses from recruit
to non-commissioned officer and finally
to officer against the backdrop of an
interstellar war between mankind and an
arachnoid species known as ""the Bugs"".","Sci-Fi - Action","N/A","N/A","The only good bug is a dead bug.","1997-11-06","Edward Neumeier","US","2:09:27","Paul Verhoeven","Casper Van Dien - Dina Meyer - Denise
Richards"
"360","Steve Jobs","Steve Jobs","Universal Pictures","R","2015","8.6","Set backstage at three iconic product
launches and ending in 1998 with the
unveiling of the iMac, Steve Jobs takes
us behind the scenes of the digital
revolution to paint an intimate portrait
of the brilliant man at its epicenter.","Biography - Drama","N/A","N/A","Can a great man be a good man?","2015-10-09","Aaron Sorkin","US","2:02:21","Danny Boyle","Michael Fassbender - Kate Winslet - Seth
Rogen"
"361","Steve Jobs: The Man in the Machine","Steve Jobs: The Man in the Machine","Magnolia Pictures","R","2015","7.7","When Steve Jobs died the world wept. But
what accounted for the grief of millions
of people who didn’t know him? This
evocative film navigates Jobs' path from
a small house in the suburbs, to zen
temples in Japan, to the CEO's office of
the world's richest company, exploring
how Jobs’ life and work shaped our
relationship with the computer. The Man
in the Machine is a provocative and
sometimes startling re-evaluation of the
legacy of an icon.","Documentary","N/A","N/A","Bold. Brilliant. Brutal.","2015-08-07","Alex Gibney","US","2:08:39","Alex Gibney","Bob Belleville - Chrisann Brennan - Alex
Gibney"
"376","Sunshine","Sunshine","DNA Films","R","2007","7.3","Fifty years into the future, the sun is
dying, and Earth is threatened by arctic
temperatures. A team of astronauts is
sent to revive the Sun — but the mission
fails. Seven years later, a new team is
sent to finish the mission as mankind’s
last hope.","Sci-Fi - Thriller","N/A","N/A","If the sun dies, so do we.","2007-04-05","Alex Garland","USA","1:47:27","Danny Boyle","Cillian Murphy - Rose Byrne - Chris
Evans"
"3984","Surviving the Game","Surviving the Game","New Line Cinema","R","1994","2.7","Mason is a man down on his luck with
nothing to lose when he's approached to
lead a group of wealthy hunters on an
expedition in the Pacific Northwest. But
things get really twisted when Mason
discovers the group isn't after wild
animals -- they're after him.","Crime - Drama","N/A","2018-01-21","The ultimate manhunt.","1994-04-15","Eric Bernt","US","1:32:17","Ernest R. Dickerson","Ice-T - Rutger Hauer - Charles S. Dutton"
"377","Taxi Driver","Taxi Driver","Columbia Pictures Corporation","R","1976","9.9","A mentally unstable Vietnam War veteran
works as a night-time taxi driver in New
York City where the perceived decadence
and sleaze feeds his urge for violent
action, attempting to save a
preadolescent prostitute in the process.","Crime - Drama","N/A","N/A","On every street in every city, there's a
nobody who dreams of being a somebody.","1976-02-07","Paul Schrader","US","1:53:47","Martin Scorsese","Robert De Niro - Cybill Shepherd -
Harvey Keitel"
"379","The Terminator","Terminator","Orion Pictures","R","1984","10.0","In the post-apocalyptic future, reigning
tyrannical supercomputers teleport a
cyborg assassin known as the
""Terminator"" back to 1984 to kill Sarah
Connor, whose unborn son is destined to
lead insurgents against 21st century
mechanical hegemony. Meanwhile, the
human-resistance movement dispatches a
lone warrior to safeguard Sarah. Can he
stop the virtually indestructible
killing machine?","Sci-Fi - Action","N/A","N/A","Your future is in his hands.","1984-10-26","James Cameron - Gale Anne Hurd","USA","1:47:24","James Cameron","Arnold Schwarzenegger - Michael Biehn -
Linda Hamilton"
"378","Terminator 2: Judgment Day","Terminator 2: Judgment Day","Lightstorm Entertainment","R","1991","9.3","Nearly 10 years have passed since Sarah
Connor was targeted for termination by a
cyborg from the future. Now her son,
John, the future leader of the
resistance, is the target for a newer,
more deadly terminator. Once again, the
resistance has managed to send a
protector back to attempt to save John
and his mother Sarah.","Sci-Fi - Action","N/A","N/A","It's nothing personal.","1991-07-01","William Wisher Jr. - James Cameron","USA","2:17:15","James Cameron","Arnold Schwarzenegger - Linda Hamilton -
Robert Patrick"
"380","The Texas Chain Saw Massacre","Texas Chain Saw Massacre","New Line Cinema","R","1974","8.8","Five friends visiting their
grandfather's house in the country are
hunted and terrorized by a chain-saw
wielding killer and his family of grave-
robbing cannibals.","Horror","N/A","N/A","Who will survive and what will be left
of them?","1974-10-01","Kim Henkel - Tobe Hooper","US","1:23:23","Tobe Hooper","Marilyn Burns - Allen Danziger - Paul A.
Partain"
"392","There Will Be Blood","There Will Be Blood","Miramax Films","R","2007","9.1","When ruthless oil prospector, Daniel
Plainview learns of oil-rich land in
California that can be bought cheaply,
he moves his operation there and begins
manipulating and exploiting the local
landowners into selling him their
property. Using his young adopted son to
project the image of a caring family
man, Plainview gains the cooperation of
almost all the locals with lofty
promises to build schools and cultivate
the land to make their community
flourish. Over time, Plainview's gradual
accumulation of wealth and power causes
his true self to surface, and he begins
to slowly alienate himself from everyone
in his life.","History - Drama","N/A","N/A","There Will Be Greed. There Will Be
Vengeance.","2007-12-28","Paul Thomas Anderson","US","2:38:25","Paul Thomas Anderson","Daniel Day-Lewis - Paul Dano - Dillon
Freasier"
"389","The Thing","Thing","Universal Pictures","R","1982","8.2","Scientists in the Antarctic are
confronted by a shape-shifting alien
that assumes the appearance of the
people it kills.","Sci-Fi - Horror","N/A","N/A","Man is The Warmest Place to Hide.","1982-06-25","Bill Lancaster","USA","1:48:42","John Carpenter","Kurt Russell - Keith David - Wilford
Brimley"
"393","This Is the End","This Is the End","Columbia Pictures","R","2013","8.2","While attending a party at James
Franco's house, Seth Rogen, Jay Baruchel
and many other celebrities are faced
with the apocalypse.","Comedy - Fantasy","N/A","N/A","Nothing ruins a party like the end of
the world.","2013-06-12","Evan Goldberg - Seth Rogen","US","1:46:41","Seth Rogen - Evan Goldberg","James Franco - Jonah Hill - Seth Rogen"
"394","This Means War","This Means War","Dune Entertainment","PG-13","2012","2.6","Two top CIA operatives wage an epic
battle against one another after they
discover they are dating the same woman.","Romance - Comedy","N/A","N/A","It's SPY Against SPY","2012-02-14","Timothy Dowling - Simon Kinberg","US","1:44:00","McG","Reese Witherspoon - Chris Pine - Tom
Hardy"
"395","Thor","Thor","Marvel Studios","PG-13","2011","7.7","Against his father Odin's will, The
Mighty Thor - a powerful but arrogant
warrior god - recklessly reignites an
ancient war. Thor is cast down to Earth
and forced to live among humans as
punishment. Once here, Thor learns what
it takes to be a true hero when the most
dangerous villain of his world sends the
darkest forces of Asgard to invade
Earth.","Sci-Fi - Adventure","N/A","N/A","Two worlds. One hero.","2011-04-21","Ashley Edward Miller - Zack Stentz","US","1:54:50","Kenneth Branagh","Chris Hemsworth - Natalie Portman - Tom
Hiddleston"
"4021","Thor: Ragnarok","Thor: Ragnarok","Walt Disney Pictures","PG-13","2017","9.2","Thor is imprisoned on the other side of
the universe and finds himself in a race
against time to get back to Asgard to
stop Ragnarok, the prophecy of
destruction to his homeworld and the end
of Asgardian civilization, at the hands
of an all-powerful new threat, the
ruthless Hela.","Sci-Fi - Comedy","1","2018-02-10","No Hammer. No Problem.","2017-10-25","Craig Kyle - Christopher Yost","US","2:10:44","Taika Waititi","Chris Hemsworth - Tom Hiddleston - Cate
Blanchett"
"396","Thor: The Dark World","Thor: The Dark World","Marvel Studios","PG-13","2013","6.6","Thor fights to restore order across the
cosmos… but an ancient race led by the
vengeful Malekith returns to plunge the
universe back into darkness. Faced with
an enemy that even Odin and Asgard
cannot withstand, Thor must embark on
his most perilous and personal journey
yet, one that will reunite him with Jane
Foster and force him to sacrifice
everything to save us all.","Sci-Fi - Action","N/A","N/A","Delve into the darkness","2013-10-29","Christopher Markus - Stephen McFeely","US","1:52:03","Alan Taylor","Chris Hemsworth - Natalie Portman - Tom
Hiddleston"
"397","Tomorrow Never Dies","Tomorrow Never Dies","Eon Productions","PG-13","1997","5.7","A deranged media mogul is staging
international incidents to pit the
world's superpowers against each other.
Now 007 must take on this evil
mastermind in an adrenaline-charged
battle to end his reign of terror and
prevent global pandemonium.","Action - Thriller","N/A","N/A","Yesterday is a memory. Today is history.
Tomorrow is in the hands of one man.","1997-12-11","Bruce Feirstein","US","1:59:20","Roger Spottiswoode","Pierce Brosnan - Jonathan Pryce -
Michelle Yeoh"
"398","Top Gun","Top Gun","Paramount Pictures","PG","1986","5.6","For Lieutenant Pete 'Maverick' Mitchell
and his friend and Co-Pilot Nick 'Goose'
Bradshaw being accepted into an elite
training school for fighter pilots is a
dream come true.  A tragedy, as well as
personal demons, threaten Pete's dreams
of becoming an Ace pilot.","Drama - Action","N/A","N/A","Up there with the best of the best.","1986-05-16","Jim Cash - Jack Epps Jr.","USA","1:49:35","Tony Scott","Tom Cruise - Kelly McGillis - Val Kilmer"
"399","Total Recall","Total Recall","TriStar Pictures","R","1990","8.2","Construction worker Douglas Quaid
discovers a memory chip in his brain
during a virtual-reality trip. He also
finds that his past has been invented to
conceal a plot of planetary domination.
Soon, he's off to Mars to find out who
he is and who planted the chip.","Sci-Fi - Action","N/A","N/A","They stole his mind, now he wants it
back.","1990-06-01","Ronald Shusett - Dan O'Bannon","US","1:53:36","Paul Verhoeven","Arnold Schwarzenegger - Sharon Stone -
Rachel Ticotin"
"400","Training Day","Training Day","Village Roadshow Pictures","R","2001","7.2","On his first day on the job as a
narcotics officer, a rookie cop works
with a rogue detective who isn't what he
appears.","Crime - Drama","N/A","2018-02-02","The only thing more dangerous than the
line being crossed, is the cop who will
cross it.","2001-10-05","David Ayer","USA","2:02:02","Antoine Fuqua","Denzel Washington - Ethan Hawke - Scott
Glenn"
"401","Transformers: The Last Knight","Transformers: The Last Knight","Paramount Pictures","PG-13","2017","1.6","Autobots and Decepticons are at war,
with humans on the sidelines. Optimus
Prime is gone. The key to saving our
future lies buried in the secrets of the
past, in the hidden history of
Transformers on Earth.","Sci-Fi - Action","N/A","N/A","For one world to live, the other must
die.","2017-06-16","Ken Nolan - Matt Holloway","US","2:34:38","Michael Bay","Mark Wahlberg - Josh Duhamel - Laura
Haddock"
"402","Trick 'r Treat","Trick 'r Treat","Legendary Pictures","R","2007","8.3","Four interwoven stories that occur on
Halloween: an everyday high school
principal has a secret life as a serial
killer; a college virgin might have just
met the one guy for her; a group of
teenagers pull a mean prank; a bitter
old recluse receives an uninvited guest.","Comedy - Thriller","N/A","N/A","Poison, Drowning, Claw, Or Knife. So
Many Ways To Take A Life.","2007-10-05","Michael Dougherty","US","1:22:22","Michael Dougherty","Anna Paquin - Brian Cox - Leslie Bibb"
"403","Tropic Thunder","Tropic Thunder","DreamWorks SKG","R","2008","8.2","Vietnam veteran 'Four Leaf' Tayback's
memoir, Tropic Thunder, is being made
into a film, but Director Damien
Cockburn can’t control the cast of prima
donnas. Behind schedule and over budget,
Cockburn is ordered by a studio
executive to get filming back on track,
or risk its cancellation. On Tayback's
advice, Cockburn drops the actors into
the middle of the jungle to film the
remaining scenes but, unbeknownst to the
actors and production, the group have
been dropped in the middle of the Golden
Triangle, the home of heroin-producing
gangs.","Comedy - Action","N/A","N/A","The movie they think they're making...
isn't a movie anymore.","2008-08-09","Ben Stiller - Justin Theroux","US","2:01:08","Ben Stiller","Ben Stiller - Tom Cruise - Jack Black"
"3812","True Lies","True Lies","Twentieth Century Fox Film Corporation","R","1994","7.2","Harry Tasker is a secret agent for the
United States Government. For years, he
has kept his job from his wife, but is
forced to reveal his identity and try to
stop nuclear terrorists when he and his
wife are kidnapped by them.","Comedy - Action","N/A","N/A","When he said I do, he never said what he
did.","1994-07-15","James Cameron","USA","2:21:58","James Cameron","Arnold Schwarzenegger - Jamie Lee Curtis
- Tom Arnold"
"405","U.S. Marshals","U.S. Marshals","Kopelson Entertainment","PG-13","1998","2.7","U.S. Marshal Sam Gerard is accompanying
a plane load of convicts from Chicago to
New York. The plane crashes
spectacularly, and Mark Sheridan
escapes. But when Diplomatic Security
Agent John Royce is assigned to help
Gerard recapture Sheridan, it becomes
clear that Sheridan is more than just
another murderer.","Crime - Action","N/A","N/A","The cop who won't stop is back. But this
time he's chasing down a lot more than a
fugitive.","1998-03-06","John Pogue","US","2:11:07","Stuart Baird","Tommy Lee Jones - Wesley Snipes - Robert
Downey Jr."
